width,height,area,success,coverage,stepsUsed,ratio
1,1806,1806,true,1806,26543,14.697120708748615
1806,1,1806,true,1806,1938,1.0730897009966778
1,1807,1807,true,1807,26555,14.6956281128943
1807,1,1807,true,1807,1939,1.0730492529053681
1,1808,1808,true,1808,26569,14.695243362831858
1808,1,1808,true,1808,1940,1.073008849557522
1,1809,1809,true,1809,26575,14.690436705362078
1809,1,1809,true,1809,1941,1.0729684908789385
1,1810,1810,true,1810,26593,14.692265193370165
1810,1,1810,true,1810,1942,1.07292817679558
1,1811,1811,true,1811,26613,14.695196024295969
1811,1,1811,true,1811,1943,1.0728879072335726
1,1812,1812,true,1812,26637,14.700331125827814
1812,1,1812,true,1812,1944,1.0728476821192052
1,1813,1813,true,1813,26641,14.694429123000551
1813,1,1813,true,1813,1945,1.07280750137893
1,1814,1814,true,1814,26671,14.702866593164277
1814,1,1814,true,1814,1946,1.0727673649393605
1,1815,1815,true,1815,26703,14.712396694214876
1815,1,1815,true,1815,1947,1.0727272727272728
1,1816,1816,true,1816,26741,14.72522026431718
1816,1,1816,true,1816,1948,1.0726872246696035
1,1817,1817,true,1817,26743,14.718216840946615
1817,1,1817,true,1817,1949,1.0726472206934508
1,1818,1818,true,1818,26746,14.711771177117711
1818,1,1818,true,1818,1950,1.0726072607260726
1,1819,1819,true,1819,26750,14.705882352941176
1819,1,1819,true,1819,1952,1.0731170973062123
1,1820,1820,true,1820,26756,14.7010989010989
1820,1,1820,true,1820,1953,1.073076923076923
1,1821,1821,true,1821,26764,14.697419000549148
1821,1,1821,true,1821,1954,1.073036792970895
1,1822,1822,true,1822,26776,14.695938529088913
1822,1,1822,true,1822,1955,1.0729967069154775
1,1823,1823,true,1823,26790,14.69555677454745
1823,1,1823,true,1823,1956,1.0729566648381788
1,1824,1824,true,1824,26796,14.69078947368421
1824,1,1824,true,1824,1957,1.0729166666666667
1,1825,1825,true,1825,26814,14.692602739726027
1825,1,1825,true,1825,1958,1.072876712328767
1,1826,1826,true,1826,26834,14.695509309967141
1826,1,1826,true,1826,1959,1.0728368017524643
1,1827,1827,true,1827,26858,14.700602079912425
1827,1,1827,true,1827,1960,1.0727969348659003
1,1828,1828,true,1828,26862,14.694748358862144
1828,1,1828,true,1828,1961,1.0727571115973742
1,1829,1829,true,1829,26892,14.703116457080371
1829,1,1829,true,1829,1962,1.0727173318753418
1,1830,1830,true,1830,26924,14.71256830601093
1830,1,1830,true,1830,1963,1.0726775956284154
1,1831,1831,true,1831,26962,14.725286728563626
1831,1,1831,true,1831,1964,1.0726379027853632
1,1832,1832,true,1832,26964,14.718340611353712
1832,1,1832,true,1832,1965,1.0725982532751093
1,1833,1833,true,1833,26967,14.711947626841244
1833,1,1833,true,1833,1966,1.072558647026732
1,1834,1834,true,1834,26971,14.706106870229007
1834,1,1834,true,1834,1967,1.0725190839694656
1,1835,1835,true,1835,26977,14.701362397820164
1835,1,1835,true,1835,1968,1.0724795640326976
1,1836,1836,true,1836,26985,14.697712418300654
1836,1,1836,true,1836,1969,1.0724400871459694
1,1837,1837,true,1837,26997,14.696243875884594
1837,1,1837,true,1837,1970,1.0724006532389765
1,1838,1838,true,1838,27011,14.695865070729054
1838,1,1838,true,1838,1971,1.072361262241567
1,1839,1839,true,1839,27017,14.691136487221316
1839,1,1839,true,1839,1972,1.0723219140837412
1,1840,1840,true,1840,27035,14.692934782608695
1840,1,1840,true,1840,1973,1.0722826086956523
1,1841,1841,true,1841,27055,14.695817490494296
1841,1,1841,true,1841,1974,1.0722433460076046
1,1842,1842,true,1842,27079,14.70086862106406
1842,1,1842,true,1842,1975,1.0722041259500543
1,1843,1843,true,1843,27083,14.695062398263701
1843,1,1843,true,1843,1976,1.0721649484536082
1,1844,1844,true,1844,27113,14.703362255965294
1844,1,1844,true,1844,1977,1.072125813449024
1,1845,1845,true,1845,27145,14.712737127371273
1845,1,1845,true,1845,1978,1.0720867208672087
1,1846,1846,true,1846,27183,14.725352112676056
1846,1,1846,true,1846,1979,1.07204767063922
1,1847,1847,true,1847,27185,14.718462371413102
1847,1,1847,true,1847,1980,1.0720086626962642
1,1848,1848,true,1848,27188,14.712121212121213
1848,1,1848,true,1848,1981,1.071969696969697
1,1849,1849,true,1849,27192,14.70632774472688
1849,1,1849,true,1849,1982,1.0719307733910222
1,1850,1850,true,1850,27198,14.701621621621621
1850,1,1850,true,1850,1983,1.0718918918918918
1,1851,1851,true,1851,27206,14.69800108049703
1851,1,1851,true,1851,1984,1.0718530524041059
1,1852,1852,true,1852,27218,14.696544276457884
1852,1,1852,true,1852,1985,1.0718142548596112
1,1853,1853,true,1853,27232,14.696168375607124
1853,1,1853,true,1853,1986,1.071775499190502
1,1854,1854,true,1854,27238,14.691477885652644
1854,1,1854,true,1854,1987,1.0717367853290183
1,1855,1855,true,1855,27256,14.693261455525606
1855,1,1855,true,1855,1988,1.0716981132075472
1,1856,1856,true,1856,27276,14.696120689655173
1856,1,1856,true,1856,1990,1.072198275862069
1,1857,1857,true,1857,27300,14.70113085621971
1857,1,1857,true,1857,1992,1.072697899838449
1,1858,1858,true,1858,27304,14.695371367061357
1858,1,1858,true,1858,1993,1.0726587728740582
1,1859,1859,true,1859,27334,14.703604088219473
1859,1,1859,true,1859,1995,1.0731576116191501
1,1860,1860,true,1860,27366,14.712903225806452
1860,1,1860,true,1860,1996,1.0731182795698924
1,1861,1861,true,1861,27404,14.725416442772703
1861,1,1861,true,1861,1997,1.0730789897904351
1,1862,1862,true,1862,27406,14.71858216970999
1862,1,1862,true,1862,1999,1.073576799140709
1,1863,1863,true,1863,27409,14.712292002147075
1863,1,1863,true,1863,2000,1.0735373054213635
1,1864,1864,true,1864,27413,14.706545064377682
1864,1,1864,true,1864,2001,1.0734978540772533
1,1865,1865,true,1865,27419,14.701876675603216
1865,1,1865,true,1865,2002,1.0734584450402145
1,1866,1866,true,1866,27427,14.69828510182208
1866,1,1866,true,1866,2003,1.0734190782422293
1,1867,1867,true,1867,27439,14.69683985002678
1867,1,1867,true,1867,2005,1.0739153722549544
1,1868,1868,true,1868,27453,14.69646680942184
1868,1,1868,true,1868,2006,1.0738758029978586
1,1869,1869,true,1869,27459,14.691813804173355
1869,1,1869,true,1869,2007,1.073836276083467
1,1870,1870,true,1870,27477,14.693582887700535
1870,1,1870,true,1870,2008,1.0737967914438502
1,1871,1871,true,1871,27497,14.69641902725815
1871,1,1871,true,1871,2009,1.073757349011224
1,1872,1872,true,1872,27521,14.70138888888889
1872,1,1872,true,1872,2010,1.0737179487179487
1,1873,1873,true,1873,27525,14.695675387079552
1873,1,1873,true,1873,2011,1.0736785904965296
1,1874,1874,true,1874,27555,14.703842049092849
1874,1,1874,true,1874,2013,1.0741728922091782
1,1875,1875,true,1875,27587,14.713066666666666
1875,1,1875,true,1875,2014,1.0741333333333334
1,1876,1876,true,1876,27625,14.72547974413646
1876,1,1876,true,1876,2015,1.07409381663113
1,1877,1877,true,1877,27627,14.718700053276505
1877,1,1877,true,1877,2016,1.0740543420351625
1,1878,1878,true,1878,27630,14.712460063897764
1878,1,1878,true,1878,2017,1.0740149094781684
1,1879,1879,true,1879,27634,14.706758914316126
1879,1,1879,true,1879,2018,1.0739755188930282
1,1880,1880,true,1880,27640,14.702127659574469
1880,1,1880,true,1880,2019,1.0739361702127659
1,1881,1881,true,1881,27648,14.698564593301436
1881,1,1881,true,1881,2020,1.0738968633705477
1,1882,1882,true,1882,27660,14.697130712008502
1882,1,1882,true,1882,2021,1.0738575982996812
1,1883,1883,true,1883,27674,14.69676048858205
1883,1,1883,true,1883,2022,1.0738183749336165
1,1884,1884,true,1884,27680,14.692144373673036
1884,1,1884,true,1884,2023,1.0737791932059448
1,1885,1885,true,1885,27698,14.693899204244032
1885,1,1885,true,1885,2025,1.0742705570291777
1,1886,1886,true,1886,27718,14.696712619300106
1886,1,1886,true,1886,2026,1.0742311770943795
1,1887,1887,true,1887,27742,14.701642819289878
1887,1,1887,true,1887,2027,1.0741918388977212
1,1888,1888,true,1888,27746,14.695974576271187
1888,1,1888,true,1888,2028,1.0741525423728813
1,1889,1889,true,1889,27776,14.704076230809953
1889,1,1889,true,1889,2029,1.0741132874536792
1,1890,1890,true,1890,27808,14.713227513227514
1890,1,1890,true,1890,2030,1.0740740740740742
1,1891,1891,true,1891,27846,14.725542041248017
1891,1,1891,true,1891,2031,1.074034902168165
1,1892,1892,true,1892,27848,14.718816067653277
1892,1,1892,true,1892,2032,1.0739957716701902
1,1893,1893,true,1893,27851,14.712625462229266
1893,1,1893,true,1893,2033,1.0739566825145272
1,1894,1894,true,1894,27855,14.706969376979936
1894,1,1894,true,1894,2034,1.0739176346356916
1,1895,1895,true,1895,27861,14.702374670184696
1895,1,1895,true,1895,2035,1.0738786279683377
1,1896,1896,true,1896,27869,14.698839662447257
1896,1,1896,true,1896,2036,1.0738396624472575
1,1897,1897,true,1897,27881,14.697416974169741
1897,1,1897,true,1897,2037,1.0738007380073802
1,1898,1898,true,1898,27895,14.697049525816649
1898,1,1898,true,1898,2039,1.0742887249736566
1,1899,1899,true,1899,27901,14.69246972090574
1899,1,1899,true,1899,2040,1.0742496050552923
1,1900,1900,true,1900,27919,14.69421052631579
1900,1,1900,true,1900,2041,1.0742105263157895
1,1901,1901,true,1901,27939,14.697001578116781
1901,1,1901,true,1901,2042,1.074171488690163
1,1902,1902,true,1902,27963,14.701892744479496
1902,1,1902,true,1902,2043,1.0741324921135647
1,1903,1903,true,1903,27967,14.696269048870205
1903,1,1903,true,1903,2045,1.0746190225959011
1,1904,1904,true,1904,27997,14.704306722689076
1904,1,1904,true,1904,2046,1.074579831932773
1,1905,1905,true,1905,28029,14.713385826771654
1905,1,1905,true,1905,2047,1.0745406824146981
1,1906,1906,true,1906,28067,14.725603357817418
1906,1,1906,true,1906,2048,1.074501573976915
1,1907,1907,true,1907,28069,14.718930256948086
1907,1,1907,true,1907,2049,1.0744625065547981
1,1908,1908,true,1908,28072,14.71278825995807
1908,1,1908,true,1908,2050,1.0744234800838575
1,1909,1909,true,1909,28076,14.70717653221582
1909,1,1909,true,1909,2051,1.074384494499738
1,1910,1910,true,1910,28082,14.70261780104712
1910,1,1910,true,1910,2052,1.07434554973822
1,1911,1911,true,1911,28090,14.699110413396127
1911,1,1911,true,1911,2053,1.074306645735217
1,1912,1912,true,1912,28102,14.697698744769875
1912,1,1912,true,1912,2054,1.0742677824267783
1,1913,1913,true,1913,28116,14.69733403031887
1913,1,1913,true,1913,2055,1.0742289597490853
1,1914,1914,true,1914,28122,14.692789968652038
1914,1,1914,true,1914,2056,1.0741901776384535
1,1915,1915,true,1915,28140,14.694516971279374
1915,1,1915,true,1915,2057,1.0741514360313316
1,1916,1916,true,1916,28160,14.697286012526096
1916,1,1916,true,1916,2058,1.0741127348643007
1,1917,1917,true,1917,28184,14.702138758476787
1917,1,1917,true,1917,2059,1.0740740740740742
1,1918,1918,true,1918,28188,14.696558915537018
1918,1,1918,true,1918,2060,1.0740354535974974
1,1919,1919,true,1919,28218,14.704533611255862
1919,1,1919,true,1919,2061,1.0739968733715477
1,1920,1920,true,1920,28250,14.713541666666666
1920,1,1920,true,1920,2063,1.0744791666666667
1,1921,1921,true,1921,28288,14.725663716814159
1921,1,1921,true,1921,2064,1.0744403956272774
1,1922,1922,true,1922,28290,14.719042663891779
1922,1,1922,true,1922,2065,1.0744016649323622
1,1923,1923,true,1923,28293,14.712948517940717
1923,1,1923,true,1923,2066,1.0743629745189807
1,1924,1924,true,1924,28297,14.707380457380458
1924,1,1924,true,1924,2067,1.0743243243243243
1,1925,1925,true,1925,28303,14.702857142857143
1925,1,1925,true,1925,2068,1.0742857142857143
1,1926,1926,true,1926,28311,14.699376947040498
1926,1,1926,true,1926,2069,1.0742471443406023
1,1927,1927,true,1927,28323,14.697976128697457
1927,1,1927,true,1927,2070,1.07420861442657
1,1928,1928,true,1928,28337,14.697614107883817
1928,1,1928,true,1928,2071,1.0741701244813278
1,1929,1929,true,1929,28343,14.69310523587351
1929,1,1929,true,1929,2072,1.0741316744427165
1,1930,1930,true,1930,28361,14.69481865284974
1930,1,1930,true,1930,2073,1.0740932642487047
1,1931,1931,true,1931,28381,14.697566027964784
1931,1,1931,true,1931,2074,1.07405489383739
1,1932,1932,true,1932,28405,14.702380952380953
1932,1,1932,true,1932,2075,1.074016563146998
1,1933,1933,true,1933,28409,14.696844283497155
1933,1,1933,true,1933,2076,1.0739782721158821
1,1934,1934,true,1934,28439,14.704756980351602
1934,1,1934,true,1934,2077,1.0739400206825234
1,1935,1935,true,1935,28471,14.713695090439277
1935,1,1935,true,1935,2078,1.0739018087855297
1,1936,1936,true,1936,28509,14.725723140495868
1936,1,1936,true,1936,2079,1.0738636363636365
1,1937,1937,true,1937,28511,14.719153329891585
1937,1,1937,true,1937,2080,1.0738255033557047
1,1938,1938,true,1938,28514,14.71310629514964
1938,1,1938,true,1938,2081,1.0737874097007223
1,1939,1939,true,1939,28518,14.707581227436823
1939,1,1939,true,1939,2083,1.07426508509541
1,1940,1940,true,1940,28524,14.703092783505154
1940,1,1940,true,1940,2084,1.0742268041237113
1,1941,1941,true,1941,28532,14.699639361154045
1941,1,1941,true,1941,2085,1.0741885625965997
1,1942,1942,true,1942,28544,14.698249227600412
1942,1,1942,true,1942,2086,1.074150360453141
1,1943,1943,true,1943,28558,14.697889861039629
1943,1,1943,true,1943,2087,1.074112197632527
1,1944,1944,true,1944,28564,14.693415637860083
1944,1,1944,true,1944,2088,1.0740740740740742
1,1945,1945,true,1945,28582,14.695115681233933
1945,1,1945,true,1945,2089,1.0740359897172236
1,1946,1946,true,1946,28602,14.697841726618705
1946,1,1946,true,1946,2090,1.0739979445015417
1,1947,1947,true,1947,28626,14.702619414483822
1947,1,1947,true,1947,2091,1.073959938366718
1,1948,1948,true,1948,28630,14.69712525667351
1948,1,1948,true,1948,2092,1.0739219712525667
1,1949,1949,true,1949,28660,14.704976911236532
1949,1,1949,true,1949,2093,1.073884043099025
1,1950,1950,true,1950,28692,14.713846153846154
1950,1,1950,true,1950,2094,1.073846153846154
1,1951,1951,true,1951,28730,14.725781650435675
1951,1,1951,true,1951,2095,1.0738083034341364
1,1952,1952,true,1952,28732,14.719262295081966
1952,1,1952,true,1952,2096,1.0737704918032787
1,1953,1953,true,1953,28735,14.71326164874552
1953,1,1953,true,1953,2097,1.0737327188940091
1,1954,1954,true,1954,28739,14.70777891504606
1954,1,1954,true,1954,2098,1.0736949846468782
1,1955,1955,true,1955,28745,14.703324808184144
1955,1,1955,true,1955,2099,1.0736572890025575
1,1956,1956,true,1956,28753,14.699897750511248
1956,1,1956,true,1956,2100,1.0736196319018405
1,1957,1957,true,1957,28765,14.69851814001022
1957,1,1957,true,1957,2101,1.0735820132856413
1,1958,1958,true,1958,28779,14.698161389172625
1958,1,1958,true,1958,2102,1.0735444330949948
1,1959,1959,true,1959,28785,14.693721286370597
1959,1,1959,true,1959,2103,1.0735068912710566
1,1960,1960,true,1960,28803,14.695408163265306
1960,1,1960,true,1960,2104,1.073469387755102
1,1961,1961,true,1961,28823,14.69811320754717
1961,1,1961,true,1961,2105,1.0734319224885263
1,1962,1962,true,1962,28847,14.702854230377167
1962,1,1962,true,1962,2107,1.0739041794087665
1,1963,1963,true,1963,28851,14.697401935812533
1963,1,1963,true,1963,2108,1.0738665308201731
1,1964,1964,true,1964,28881,14.705193482688392
1964,1,1964,true,1964,2109,1.0738289205702647
1,1965,1965,true,1965,28913,14.713994910941476
1965,1,1965,true,1965,2111,1.0743002544529263
1,1966,1966,true,1966,28951,14.725839267548322
1966,1,1966,true,1966,2112,1.0742624618514751
1,1967,1967,true,1967,28953,14.719369598373158
1967,1,1967,true,1967,2113,1.074224707676665
1,1968,1968,true,1968,28956,14.713414634146341
1968,1,1968,true,1968,2114,1.0741869918699187
1,1969,1969,true,1969,28960,14.707973590655154
1969,1,1969,true,1969,2115,1.074149314372778
1,1970,1970,true,1970,28966,14.703553299492386
1970,1,1970,true,1970,2116,1.0741116751269035
1,1971,1971,true,1971,28974,14.700152207001523
1971,1,1971,true,1971,2117,1.0740740740740742
1,1972,1972,true,1972,28986,14.698782961460447
1972,1,1972,true,1972,2118,1.0740365111561867
1,1973,1973,true,1973,29000,14.698428788646732
1973,1,1973,true,1973,2119,1.073998986315256
1,1974,1974,true,1974,29006,14.69402228976697
1974,1,1974,true,1974,2120,1.0739614994934144
1,1975,1975,true,1975,29024,14.695696202531646
1975,1,1975,true,1975,2121,1.0739240506329113
1,1976,1976,true,1976,29044,14.69838056680162
1976,1,1976,true,1976,2122,1.0738866396761133
1,1977,1977,true,1977,29068,14.703085483055133
1977,1,1977,true,1977,2123,1.0738492665655033
1,1978,1978,true,1978,29072,14.69767441860465
1978,1,1978,true,1978,2124,1.0738119312436805
1,1979,1979,true,1979,29102,14.705406771096513
1979,1,1979,true,1979,2125,1.0737746336533602
1,1980,1980,true,1980,29134,14.714141414141414
1980,1,1980,true,1980,2126,1.0737373737373737
1,1981,1981,true,1981,29172,14.725896012115093
1981,1,1981,true,1981,2127,1.0737001514386673
1,1982,1982,true,1982,29174,14.719475277497477
1982,1,1982,true,1982,2128,1.0736629667003028
1,1983,1983,true,1983,29177,14.713565305093294
1983,1,1983,true,1983,2129,1.0736258194654564
1,1984,1984,true,1984,29181,14.708165322580646
1984,1,1984,true,1984,2130,1.0735887096774193
1,1985,1985,true,1985,29187,14.703778337531487
1985,1,1985,true,1985,2131,1.073551637279597
1,1986,1986,true,1986,29195,14.700402819738168
1986,1,1986,true,1986,2132,1.0735146022155087
1,1987,1987,true,1987,29207,14.6990437845999
1987,1,1987,true,1987,2133,1.073477604428787
1,1988,1988,true,1988,29221,14.698692152917506
1988,1,1988,true,1988,2134,1.0734406438631792
1,1989,1989,true,1989,29227,14.694318753142282
1989,1,1989,true,1989,2135,1.073403720462544
1,1990,1990,true,1990,29245,14.695979899497488
1990,1,1990,true,1990,2136,1.0733668341708542
1,1991,1991,true,1991,29265,14.698643897538926
1991,1,1991,true,1991,2137,1.073329984932195
1,1992,1992,true,1992,29289,14.703313253012048
1992,1,1992,true,1992,2138,1.073293172690763
1,1993,1993,true,1993,29293,14.697942799799298
1993,1,1993,true,1993,2139,1.073256397390868
1,1994,1994,true,1994,29323,14.705616850551655
1994,1,1994,true,1994,2141,1.0737211634904713
1,1995,1995,true,1995,29355,14.714285714285714
1995,1,1995,true,1995,2142,1.0736842105263158
1,1996,1996,true,1996,29393,14.725951903807616
1996,1,1996,true,1996,2143,1.0736472945891784
1,1997,1997,true,1997,29395,14.71957936905358
1997,1,1997,true,1997,2144,1.0736104156234352
1,1998,1998,true,1998,29398,14.713713713713714
1998,1,1998,true,1998,2145,1.0735735735735736
1,1999,1999,true,1999,29402,14.708354177088545
1999,1,1999,true,1999,2146,1.073536768384192
1,2000,2000,true,2000,29408,14.704
2000,1,2000,true,2000,2147,1.0735
1,2001,2001,true,2001,29416,14.700649675162419
2001,1,2001,true,2001,2148,1.0734632683658172
1,2002,2002,true,2002,29428,14.6993006993007
2002,1,2002,true,2002,2149,1.0734265734265733
1,2003,2003,true,2003,29442,14.698951572641038
2003,1,2003,true,2003,2150,1.073389915127309
1,2004,2004,true,2004,29448,14.694610778443113
2004,1,2004,true,2004,2151,1.0733532934131738
1,2005,2005,true,2005,29466,14.696259351620947
2005,1,2005,true,2005,2152,1.0733167082294264
1,2006,2006,true,2006,29486,14.69890329012961
2006,1,2006,true,2006,2153,1.0732801595214356
1,2007,2007,true,2007,29510,14.703537618335824
2007,1,2007,true,2007,2154,1.0732436472346787
1,2008,2008,true,2008,29514,14.69820717131474
2008,1,2008,true,2008,2155,1.073207171314741
1,2009,2009,true,2009,29544,14.705823792931806
2009,1,2009,true,2009,2156,1.0731707317073171
1,2010,2010,true,2010,29576,14.714427860696517
2010,1,2010,true,2010,2157,1.0731343283582089
1,2011,2011,true,2011,29614,14.726006961710592
2011,1,2011,true,2011,2158,1.0730979612133267
1,2012,2012,true,2012,29616,14.719681908548708
2012,1,2012,true,2012,2159,1.073061630218688
1,2013,2013,true,2013,29619,14.713859910581222
2013,1,2013,true,2013,2160,1.0730253353204173
1,2014,2014,true,2014,29623,14.708540218470706
2014,1,2014,true,2014,2161,1.0729890764647467
1,2015,2015,true,2015,29629,14.704218362282878
2015,1,2015,true,2015,2162,1.0729528535980148
1,2016,2016,true,2016,29637,14.700892857142858
2016,1,2016,true,2016,2163,1.0729166666666667
1,2017,2017,true,2017,29649,14.699553792761527
2017,1,2017,true,2017,2164,1.0728805156172534
1,2018,2018,true,2018,29663,14.699207135777998
2018,1,2018,true,2018,2165,1.0728444003964321
1,2019,2019,true,2019,29669,14.694898464586428
2019,1,2019,true,2019,2166,1.0728083209509658
1,2020,2020,true,2020,29687,14.696534653465347
2020,1,2020,true,2020,2167,1.0727722772277228
1,2021,2021,true,2021,29707,14.699158832261256
2021,1,2021,true,2021,2168,1.0727362691736764
1,2022,2022,true,2022,29731,14.70375865479723
2022,1,2022,true,2022,2169,1.072700296735905
1,2023,2023,true,2023,29735,14.698467622343054
2023,1,2023,true,2023,2170,1.0726643598615917
1,2024,2024,true,2024,29765,14.70602766798419
2024,1,2024,true,2024,2171,1.0726284584980237
1,2025,2025,true,2025,29797,14.714567901234568
2025,1,2025,true,2025,2173,1.0730864197530865
1,2026,2026,true,2026,29835,14.726061204343534
2026,1,2026,true,2026,2174,1.0730503455083908
1,2027,2027,true,2027,29837,14.719782930439072
2027,1,2027,true,2027,2175,1.0730143068574247
1,2028,2028,true,2028,29840,14.714003944773175
2028,1,2028,true,2028,2176,1.0729783037475344
1,2029,2029,true,2029,29844,14.708723509117792
2029,1,2029,true,2029,2177,1.0729423361261705
1,2030,2030,true,2030,29850,14.704433497536947
2030,1,2030,true,2030,2178,1.0729064039408867
1,2031,2031,true,2031,29858,14.701132447070409
2031,1,2031,true,2031,2179,1.0728705071393403
1,2032,2032,true,2032,29870,14.6998031496063
2032,1,2032,true,2032,2180,1.0728346456692914
1,2033,2033,true,2033,29884,14.699458927693064
2033,1,2033,true,2033,2181,1.0727988194786031
1,2034,2034,true,2034,29890,14.695181907571287
2034,1,2034,true,2034,2182,1.072763028515241
1,2035,2035,true,2035,29908,14.696805896805897
2035,1,2035,true,2035,2183,1.0727272727272728
1,2036,2036,true,2036,29928,14.699410609037328
2036,1,2036,true,2036,2184,1.0726915520628684
1,2037,2037,true,2037,29952,14.703976435935198
2037,1,2037,true,2037,2185,1.0726558664702994
1,2038,2038,true,2038,29956,14.698724239450442
2038,1,2038,true,2038,2186,1.0726202158979392
1,2039,2039,true,2039,29986,14.706228543403629
2039,1,2039,true,2039,2187,1.0725846002942618
1,2040,2040,true,2040,30018,14.714705882352941
2040,1,2040,true,2040,2188,1.072549019607843
1,2041,2041,true,2041,30056,14.726114649681529
2041,1,2041,true,2041,2189,1.0725134737873592
1,2042,2042,true,2042,30058,14.719882468168462
2042,1,2042,true,2042,2190,1.0724779627815866
1,2043,2043,true,2043,30061,14.7141458639256
2043,1,2043,true,2043,2191,1.0724424865394029
1,2044,2044,true,2044,30065,14.70890410958904
2044,1,2044,true,2044,2192,1.0724070450097847
1,2045,2045,true,2045,30071,14.704645476772615
2045,1,2045,true,2045,2193,1.0723716381418094
1,2046,2046,true,2046,30079,14.701368523949169
2046,1,2046,true,2046,2194,1.072336265884653
1,2047,2047,true,2047,30091,14.700048851978504
2047,1,2047,true,2047,2195,1.0723009281875917
1,2048,2048,true,2048,30105,14.69970703125
2048,1,2048,true,2048,2196,1.072265625
1,2049,2049,true,2049,30111,14.695461200585651
2049,1,2049,true,2049,2197,1.0722303562713518
1,2050,2050,true,2050,30129,14.697073170731707
2050,1,2050,true,2050,2198,1.0721951219512196
1,2051,2051,true,2051,30149,14.699658703071673
2051,1,2051,true,2051,2199,1.0721599219892735
1,2052,2052,true,2052,30173,14.704191033138402
2052,1,2052,true,2052,2200,1.0721247563352827
1,2053,2053,true,2053,30177,14.698977106673162
2053,1,2053,true,2053,2201,1.0720896249391134
1,2054,2054,true,2054,30207,14.706426484907498
2054,1,2054,true,2054,2202,1.0720545277507303
1,2055,2055,true,2055,30239,14.714841849148419
2055,1,2055,true,2055,2203,1.0720194647201946
1,2056,2056,true,2056,30277,14.726167315175097
2056,1,2056,true,2056,2204,1.0719844357976653
1,2057,2057,true,2057,30279,14.719980554205153
2057,1,2057,true,2057,2205,1.071949440933398
1,2058,2058,true,2058,30282,14.714285714285714
2058,1,2058,true,2058,2206,1.0719144800777454
1,2059,2059,true,2059,30286,14.70908207867897
2059,1,2059,true,2059,2207,1.0718795531811558
1,2060,2060,true,2060,30292,14.70485436893204
2060,1,2060,true,2060,2208,1.0718446601941747
1,2061,2061,true,2061,30300,14.701601164483261
2061,1,2061,true,2061,2209,1.071809801067443
1,2062,2062,true,2062,30312,14.700290979631426
2062,1,2062,true,2062,2211,1.0722599418040737
1,2063,2063,true,2063,30326,14.699951526902568
2063,1,2063,true,2063,2213,1.0727096461463888
1,2064,2064,true,2064,30332,14.695736434108527
2064,1,2064,true,2064,2214,1.072674418604651
1,2065,2065,true,2065,30350,14.697336561743342
2065,1,2065,true,2065,2216,1.0731234866828088
1,2066,2066,true,2066,30370,14.699903194578896
2066,1,2066,true,2066,2217,1.0730880929332043
1,2067,2067,true,2067,30394,14.70440251572327
2067,1,2067,true,2067,2218,1.0730527334300919
1,2068,2068,true,2068,30398,14.699226305609285
2068,1,2068,true,2068,2220,1.0735009671179885
1,2069,2069,true,2069,30428,14.706621556307395
2069,1,2069,true,2069,2221,1.0734654422426293
1,2070,2070,true,2070,30460,14.714975845410628
2070,1,2070,true,2070,2222,1.0734299516908212
1,2071,2071,true,2071,30498,14.726219217769193
2071,1,2071,true,2071,2223,1.073394495412844
1,2072,2072,true,2072,30500,14.72007722007722
2072,1,2072,true,2072,2224,1.0733590733590734
1,2073,2073,true,2073,30503,14.71442354076218
2073,1,2073,true,2073,2226,1.0738060781476122
1,2074,2074,true,2074,30507,14.709257473481196
2074,1,2074,true,2074,2227,1.0737704918032787
1,2075,2075,true,2075,30513,14.705060240963855
2075,1,2075,true,2075,2228,1.0737349397590361
1,2076,2076,true,2076,30521,14.701830443159922
2076,1,2076,true,2076,2229,1.073699421965318
1,2077,2077,true,2077,30533,14.700529610014444
2077,1,2077,true,2077,2230,1.073663938372653
1,2078,2078,true,2078,30547,14.70019249278152
2078,1,2078,true,2078,2231,1.073628488931665
1,2079,2079,true,2079,30553,14.696007696007696
2079,1,2079,true,2079,2232,1.0735930735930737
1,2080,2080,true,2080,30571,14.697596153846154
2080,1,2080,true,2080,2234,1.0740384615384615
1,2081,2081,true,2081,30591,14.700144161460836
2081,1,2081,true,2081,2235,1.0740028832292168
1,2082,2082,true,2082,30615,14.704610951008645
2082,1,2082,true,2082,2236,1.0739673390970221
1,2083,2083,true,2083,30619,14.69947191550648
2083,1,2083,true,2083,2237,1.0739318290926547
1,2084,2084,true,2084,30649,14.706813819577736
2084,1,2084,true,2084,2238,1.0738963531669865
1,2085,2085,true,2085,30681,14.715107913669065
2085,1,2085,true,2085,2239,1.0738609112709832
1,2086,2086,true,2086,30719,14.72627037392138
2086,1,2086,true,2086,2240,1.0738255033557047
1,2087,2087,true,2087,30721,14.720172496406326
2087,1,2087,true,2087,2241,1.0737901293723047
1,2088,2088,true,2088,30724,14.71455938697318
2088,1,2088,true,2088,2242,1.0737547892720307
1,2089,2089,true,2089,30728,14.709430349449498
2089,1,2089,true,2089,2243,1.073719483006223
1,2090,2090,true,2090,30734,14.705263157894738
2090,1,2090,true,2090,2244,1.0736842105263158
1,2091,2091,true,2091,30742,14.702056432329028
2091,1,2091,true,2091,2246,1.074127211860354
1,2092,2092,true,2092,30754,14.70076481835564
